NODE,UID,Clustering Coefficient
271,1456540389,1.3333333333333333
272,100002291200916,1.6
273,100002361611588,1.2
274,1430711411,1.6
275,1048221446,0.6666666666666666
276,100003829702779,0.9148936170212766
277,100003228732920,1.1428571428571428
278,100004426682363,1.1428571428571428
279,1559337535,1.0666666666666667
280,100003327577989,0.0
281,572171136,1.3333333333333333
282,781138749,1.1428571428571428
283,1168655714,1.3333333333333333
284,650606943,0.0
285,1593965528,1.0666666666666667
286,100000268942092,1.0666666666666667
287,100000968232202,0.0
288,1299135787,1.2444444444444445
289,1768059667,1.4545454545454546
290,1555206885,1.3333333333333333
291,1453744823,1.4222222222222223
292,100000683008839,1.3333333333333333
293,1483467709,1.6
294,1368124899,1.0457516339869282
295,1628266188,0.8
296,100000483689096,1.6
297,1584002040,1.7777777777777777
298,1321023144,1.7777777777777777
299,1554693303,0.0
300,1584069102,1.6666666666666667
301,100000470980823,1.0666666666666667
302,100003043750618,1.3333333333333333
303,1169335461,1.3333333333333333
304,100000642576173,0.42105263157894735
305,1375975315,0.6666666666666666
306,100000029835920,1.6
307,678699723,1.1428571428571428
308,1658362786,0.0
309,100001986141635,1.0666666666666667
310,591419319,1.1428571428571428
311,1024121348,1.6
312,1546522808,1.3333333333333333
313,1613140675,0.7912087912087912
314,100001623657750,0.0
315,100004427701083,1.0666666666666667
316,100000829985107,1.2121212121212122
317,626229190,1.6
318,1072707489,1.7142857142857142
319,1438698037,0.967032967032967
320,1518778121,1.6
321,1460318747,0.0
322,1386767517,1.2121212121212122
323,640367065,0.9142857142857143
324,1636804832,1.4285714285714286
325,1204836539,1.4285714285714286
326,1557106720,0.7272727272727273
327,1379492769,1.3333333333333333
328,100003113135151,1.3333333333333333
329,100007032030521,1.4222222222222223
330,1330866241,1.6
331,100001459904408,1.3333333333333333
332,100008492431649,0.0
333,100000883181295,0.0
334,1633788209,1.3333333333333333
335,100001952146734,1.1428571428571428
336,1346911280,1.1428571428571428
337,1552176403,0.9855072463768116
338,100004283822939,0.967032967032967
339,1101030535,1.3333333333333333
340,100001263757955,0.8666666666666667
341,100000263684799,0.0
342,862830703,1.6
343,1075098284,1.3333333333333333
344,1139756507,1.3333333333333333
345,1285548134,0.0
346,1418284189,1.3333333333333333
347,100001591300159,1.3333333333333333
348,507631086,0.0
349,1569581584,0.0
350,1007709317,0.6797385620915033
351,623844406,1.3333333333333333
352,1195812221,1.3333333333333333
353,100001892187077,0.7032967032967034
354,100004467066436,1.3333333333333333
355,100000592057475,0.8571428571428571
356,757802689,1.1428571428571428
357,1124714014,1.0666666666666667
358,100002888949752,0.9696969696969697
359,100001103491934,1.0666666666666667
360,1153089848,0.0
361,1463894316,1.2307692307692308
362,1586461351,1.6
363,100001573443229,1.0
364,100002744942683,1.1428571428571428
365,100001439659930,1.3333333333333333
366,1743955523,1.3333333333333333
367,1479333770,1.3333333333333333
368,1504360075,1.3333333333333333
369,100000375983558,1.6
370,100002909319260,1.3333333333333333
371,100003320849218,1.3333333333333333
372,1062507746,0.0
373,1565629094,1.0666666666666667
374,1352832816,1.3333333333333333
375,1235104048,0.0
376,1473023750,1.3333333333333333
377,1750330291,0.0
378,1508824441,0.0
379,649021472,1.3333333333333333
380,778033165,1.3333333333333333
381,1182370220,1.0666666666666667
382,1581378866,1.0666666666666667
383,1052252922,1.3333333333333333
384,100006680409617,1.7142857142857142
385,1454082922,1.3333333333333333
386,1284028491,1.3333333333333333
387,1443267284,1.3333333333333333
388,1019064693,0.0
389,100003463030895,1.6
390,1834016443,0.0
391,1522676779,0.0
392,100000175295512,1.3333333333333333
393,1389007392,1.3333333333333333
394,100000019652923,1.3333333333333333
395,1849575570,0.0
396,1609786183,0.0
397,100000494169403,1.3333333333333333
398,100003730505905,1.3333333333333333
399,1486168156,0.0
400,755749967,1.3333333333333333
401,589236336,1.3333333333333333
402,1613247180,0.0
403,1576926807,0.0
404,1488096153,1.0666666666666667
405,1063863945,1.3333333333333333
406,1550237997,0.0
407,1099060807,0.0
408,100001479467440,1.3333333333333333
409,603549226,1.0666666666666667
410,1435015804,0.0
411,1556228173,0.0
412,1433288692,0.0
413,1594294965,0.8484848484848485
414,1286083141,0.0
415,1407863490,0.0
416,1575157543,1.3333333333333333
417,1413994569,0.0
418,100000019521492,0.0
419,100000180979866,0.0
420,1253203453,0.0
421,1387804640,0.0
422,1577991118,0.0
423,1333568317,1.3333333333333333
424,1481304268,0.0
425,1575434372,0.0
